label,text,description
ENTY:color,What color are school buses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the only color Johnny Cash wears on stage ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color of dry wine should be served with veal roasts and chops ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,"What color , s , appear on boxes of Kodak film ?","Questions about colors, including their names, associations, and uses."
ENTY:color,What color flies closest to the staff on Belgium 's flag ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is the most common eye color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the stripe along each side of a Coho salmon ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is the most popular sports car color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is the predominant color of the Tab label ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are tennis balls ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color Poker chip is usually assigned the lowest value ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the eight-ball in pocket billiards ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the most popular contact lens color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is Mr. Spock 's blood ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the stripe along each side of a Coho salmon ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is `` ash '' ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the most popular contact lens color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,"What color , s , appear on boxes of Kodak film ?","Questions about colors, including their names, associations, and uses."
ENTY:color,What color of dry wine should be served with veal roasts and chops ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color were their horses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What are Halloween 's colors ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are seven of every 10 houses in the U.S. ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are tennis balls ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the cross on Switzerland 's flag ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is yak milk ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are crickets ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are the castellated walls of the Kremlin ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color eyes are most sensitive to light ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color beans did the ancient Romans refuse to eat ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is most often used to symbolize truth ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color bottles do good Rhine wines come in ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is your favorite color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color were their horses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the only color Johnny Cash wears on stage ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What are the colors of the German flag ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is an Arctic fox in winter ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color of Monopoly properties are landed on most often ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What three colors are on the French flag ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is an Arctic fox in winter ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the most popular contact lens color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is indigo ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What are Halloween 's colors ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are the castellated walls of the Kremlin ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color bottles do good Rhine wines come in ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color of dry wine should be served with veal roasts and chops ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is the predominant color of the Tab label ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color of dry wine should be served with veal roasts and chops ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are school buses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What colors make up a rainbow ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color eyes are most sensitive to light ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are the castellated walls of the Kremlin ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color are school buses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color were their horses ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color were Ernest Hemingway 's eyes ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the only color Johnny Cash wears on stage ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is Chablis ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What two colors are you blind to if you suffer from protanopia ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is a poison arrow frog ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is `` ash '' ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What 's the only color Johnny Cash wears on stage ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What are Halloween 's colors ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What is your favorite color ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color is an Arctic fox in winter ?,"Questions about colors, including their names, associations, and uses."
ENTY:color,What color eyes are most sensitive to light ?,"Questions about colors, including their names, associations, and uses."
ENTY:cremat,What Morris West novel deals with Russian bishop who becomes Pope ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What kind of books does Fodor 's publish ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Leon Uris novel dealt with the Russian capture of Berlin ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What novel inspired the movie BladeRunner ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What kind of books does Fodor 's publish ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is the name of the song that Dracula plays on the organ ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What does Knight Ridder publish ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Broadway musical was inspired by Cervantes 's Don Quixote ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What are the shortest and the longest songs ever produced ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 1953 film won Frank Sinatra a best supporting actor Oscar ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What tale has the moral : `` He who wants everything gets nothing '' ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was the sequel to The Moon 's Balloon ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was Connecticut 's first constitution called ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What are the top 5 fiction books of all time ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Jude Law acted in which film ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name the four stories contained in Edith Wharton 's `` Old New York . '',"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What movie did Madilyn Kahn star in with Gene Wilder ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,In which Kevin Costner movie did Sioux Indians play a role ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What song put James Taylor in the limelight ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What novel did Ian Fleming introduce James Bond in ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which comic book was not spawned directly from the pulp magazines ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What did Thomas Paine write ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Ernest Hemingway novel had the working title Fiesta ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What film did Lee Marvin win the 1965 best actor Oscar for ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What book does Holden Caulfield appear in ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What are the top 5 fiction books of all time ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What program do I need to run a .tbk file ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 1966 boob tube bomb took astronauts back to prehistoric times ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Shakespearean play featured Shylock ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name the four stories contained in Edith Wharton 's `` Old New York . '',"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name a movie about the Sioux Indians starring Kevin Costner .,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name a film that has won the Golden Bear in the Berlin Film Festival ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What TV game show once saw a contestant admit to picking his toes in the shower ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,In what movie is the number nine found in the title ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Broadway musical was inspired by Cervantes 's Don Quixote ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 's the only work by Michelangelo that bears his signature ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was the first Sam Spade novel ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is Dr. Seuss ' most popular book ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is a good book to read for people who hate to read ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What film dramatized the Scopes monkey trial ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name a Salt Lake City newspaper .,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What novel has Big Brother watching ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name the four stories contained in Edith Wharton 's `` Old New York . '',"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What TV game show once saw a contestant admit to picking his toes in the shower ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is the Jewish bible called ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What album put The Beatles on the cover of Time in 1967 ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which is the most-used computer program ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What magazine gives us the cream , not the skim ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was the name of that popular song the Creeps sang ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which is the most-used computer program ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Ernest Hemingway novel had the working title Fiesta ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is the best-selling television soundtrack of all time ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is a film starring Jude Law ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which magazine is `` fine entertainment for men '' ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What song did Patti Page set people dancing to in 1950 ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What film or films has Jude Law appeared in ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 1915 film was the first to gross $5 million ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What TV show did John Sebastian sing the theme for ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Sinatra hit did he dooby dooby do in ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was the name of that popular song the Creeps sang ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What newspaper serves Salt Lake City ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which Kevin Costner movie involves the Sioux Indians ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 's the name of the Tampa newspaper ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What are the most albums sold by one artist or band ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name a movie about the Sioux Indians starring Kevin Costner .,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What did Shostakovich write for Rostropovich ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What did Aaron Hass write ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What Stephen King novel is set in a graveyard for pets ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What movie did Madilyn Kahn star in with Gene Wilder ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Which is the most-used computer program ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Name the only extant trilogy of classical Greek plays .,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 's the second-biggest-selling magazine in America ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What are the shortest and the longest songs ever produced ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What poem contains the line , `` grow old with me the best is yet to be '' .","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 's the second-biggest-selling magazine in America ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What was the first English play written exclusively for children ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What is the movie Jonathan Livingstone Seagull ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,Stuart Hamblen is considered to be the first singing cowboy of what ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,In what film did Steven Spielberg 's dog star as the main character 's dog ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,"What TV series featured Neal , a martini-drinking St. Bernard ?","Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:cremat,What 's the sequel to Alice 's Adventures in Wonderland ?,"Inquiries about creative works such as TV shows, movies, books, and newspapers."
ENTY:currency,What type of currency is used in Australia ?,Questions about the types of currency used in different countries.
ENTY:currency,What currency does Luxembourg use ?,Questions about the types of currency used in different countries.
ENTY:currency,What money was used by them ?,Questions about the types of currency used in different countries.
ENTY:currency,What currency is used in Algeria ?,Questions about the types of currency used in different countries.
ENTY:currency,What currency does Argentina use ?,Questions about the types of currency used in different countries.
ENTY:currency,What type of currency is used in China ?,Questions about the types of currency used in different countries.
ENTY:currency,What is the money they use in Zambia ?,Questions about the types of currency used in different countries.
ENTY:currency,What money was used by them ?,Questions about the types of currency used in different countries.
ENTY:currency,What currency is used in Australia ?,Questions about the types of currency used in different countries.
ENTY:dismed,What is the fear of being loved ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the name of the medical condition in which a baby is born without a brain ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of cockroaches called ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of clouds ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of cold ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of cholera ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being cold ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of frogs ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a common anti-AIDS drug ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of slime ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of thunder ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of fur ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of pregnancy ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What disease is transmitted by the Anopheles mosquito ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being alone ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the medical term for cancer of the blood ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What chemicals are used in lethal injection ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of sleep ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?","Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What chemicals are used in lethal injection ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being cold ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hair ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of cholera ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hell ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of speaking ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What disease does Katharine Hepburn have that makes her voice shake ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of sinning ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of gravity ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?","Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of food ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of bees ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What infectious disease is the world 's deadliest ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of worms ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,"What is a fear of odors , body , ?","Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is another term for the painful wrist syndrome ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of being loved ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What disease did August von Wassermann develop a specific test for in 196 ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being alone ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What chemical in red wine is good for the heart and what exactly does it do to your body ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of food ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What disease is transmitted by the Anopheles mosquito ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of thunder ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of weakness ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of drinking ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of touching ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of cockroaches called ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of weakness ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of food ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of slime ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the medical term for cancer of the blood ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of shadows ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of robbers ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of glass ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of glass ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What therapy attempts to elicit the `` primal scream '' ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hell ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hell ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of women ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What infectious disease is the world 's deadliest ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of strong light ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of insanity ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of crystals or glass ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of cholera ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hair ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of ruin ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of failure ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What chemical in red wine is good for the heart and what exactly does it do to your body ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being dirty ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of thunder ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of shadows ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of punishment ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What does a topophobic actor suffer from ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of passing high objects ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of gravity ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,Which drug is commonly used to treat AIDS ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of jealousy ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of trees ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the most common kind of skin cancer in the U.S. ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of frogs ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What disease is transmitted by the Anopheles mosquito ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of shadows ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of being alone ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of frogs ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the most common cancer ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of water ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,Which infectious disease kills the most people worldwide ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What infectious disease is the world 's deadliest ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is the fear of the computer called ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of insanity ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of sourness ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of cold ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of slime ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of sleep ?,"Inquiries about diseases, medical conditions, and related terms."
ENTY:dismed,What is a fear of hair ?,"Inquiries about diseases, medical conditions, and related terms."
